Stop_distance_mm,Right_distance_mm,Left_distance_mm,Decision,Moving_distance_mm
0.389736722,25,45,left,14
0.531531989,28,40,left,12
0.292576882,29,44,left,13
0.472465684,35,41,left,14
0.293671995,35,33,right,13
0.834441614,30,31,left,14
0.655290088,35,28,right,11
0.330382078,28,40,left,12
0.290999906,31,33,left,13
0.625111128,29,45,left,11
0.537054403,35,27,right,15
0.835740271,33,31,right,15
0.406577933,26,38,left,10
0.123580073,32,39,left,13
0.532051074,28,32,left,12
0.348947121,31,30,right,11
0.960494555,30,33,left,10
0.394325064,33,25,right,13
0.085170929,25,43,left,11
0.625805985,29,42,left,10
0.340667043,32,43,left,11
0.964548564,31,30,right,10
0.778432828,34,41,left,15
0.814621253,25,35,left,13
0.037402406,29,25,right,13
0.367021076,28,28,left,12
0.887512743,26,39,left,11
0.968265719,31,27,right,14
0.094030385,35,40,left,14
0.889558718,31,30,right,14
0.622058258,31,32,left,15
0.877435131,31,34,left,13
0.234001295,35,35,left,12
0.691622797,35,35,left,15
0.167614001,29,30,left,13
0.050140961,27,33,left,14
0.634498693,35,36,left,11
0.964418221,27,38,left,14
0.772246091,35,34,right,14
0.925449942,32,26,right,12
0.265972877,29,26,right,13
0.165668574,26,26,left,14
0.420675575,31,39,left,15
0.422439059,35,39,left,12
0.215194234,31,32,left,14
0.096636988,33,34,left,13
0.091982036,25,45,left,11
0.575436593,30,36,left,11
0.553162333,30,26,right,12
0.712061391,31,34,left,14
0.245367646,30,32,left,12
0.369444885,28,41,left,11
0.741235862,35,25,right,10
0.747360395,26,27,left,10
0.911390017,32,26,right,13
0.555896114,30,43,left,11
0.206652526,29,28,right,13
0.002374766,29,35,left,13
0.865355423,32,36,left,11
0.039074116,31,40,left,12
0.763378931,31,25,right,15
0.160276252,34,33,right,10
0.310718048,28,42,left,10
0.737267096,30,25,right,10
0.569876107,31,26,right,15
0.529812443,27,45,left,14
0.912005126,31,39,left,11
0.830855377,32,42,left,14
0.768252943,26,41,left,12
0.862665009,26,37,left,10
0.094209337,32,25,right,12
0.609043225,26,37,left,13
0.398477416,34,35,left,12
0.666899898,32,40,left,14
0.823303431,31,45,left,14
0.72567389,27,42,left,12
0.585273048,33,44,left,12
0.042233016,32,33,left,13
0.336686853,35,37,left,11
0.132148938,34,28,right,13
0.578412338,29,45,left,12
0.816365154,32,36,left,12
0.483275457,33,43,left,10
0.201754452,25,30,left,13
0.326423841,34,28,right,15
0.964861605,26,45,left,14
0.260596866,35,39,left,11
0.390533255,25,31,left,15
0.021085456,30,26,right,14
0.903006941,33,31,right,13
0.883720827,29,29,left,12
0.473618023,32,43,left,11
0.603127792,30,32,left,15
0.442770024,31,33,left,14
0.516818439,25,36,left,15
0.835832708,28,29,left,11
0.514412674,30,25,right,10
0.025003446,35,44,left,12
0.291823576,30,32,left,14
0.995197863,32,38,left,14
0.547365055,28,39,left,14
0.219355379,30,31,left,14
0.038915904,28,40,left,14
0.320495948,35,29,right,13
0.78669223,26,27,left,15
0.530018465,33,45,left,12
0.528340648,31,37,left,11
0.687109852,32,37,left,11
0.627817177,27,41,left,11
0.221409674,31,44,left,13
0.94724396,34,36,left,13
0.357165521,29,37,left,11
0.466846568,25,32,left,12
0.40528695,33,27,right,14
0.703381253,28,45,left,12
0.95040531,29,27,right,12
0.732784054,34,45,left,12
0.779647632,33,30,right,10
0.010921257,33,35,left,10
0.870450178,32,31,right,10
0.634196793,31,44,left,13
0.617674278,29,41,left,11
0.240493117,31,30,right,12
0.623325934,33,40,left,13
0.874072882,28,26,right,10
0.597045589,33,34,left,10
0.113286942,30,45,left,11
0.049189377,29,39,left,15
0.96055215,33,40,left,15
0.781451062,29,34,left,13
0.762516598,27,28,left,11
0.156848025,25,29,left,10
0.207934186,34,40,left,14
0.613656572,25,40,left,15
0.581831091,30,41,left,12
0.871617603,30,42,left,13
0.158138978,26,43,left,12
0.399097121,25,43,left,12
0.655595404,30,42,left,11
0.494738712,33,29,right,10
0.069416691,32,30,right,15
0.758106119,35,26,right,13
0.075778942,26,33,left,13
0.976879342,30,29,right,15
0.538174436,25,25,left,10
0.066684762,26,40,left,12
0.895715148,26,41,left,11
0.584335884,34,26,right,10
0.248729904,31,28,right,15
0.170419782,26,41,left,12
0.135584553,26,27,left,12
0.315431654,35,31,right,12
0.689334073,28,28,left,10
0.02148296,27,38,left,13
0.990872102,26,43,left,11
0.244294443,30,25,right,15
0.108356945,26,37,left,12
0.030401393,32,29,right,13
0.912630365,32,37,left,15
0.982096825,28,32,left,12
0.942421316,31,29,right,11
0.399980624,32,44,left,14
0.058692814,29,39,left,15
0.647775634,27,33,left,11
0.934753627,32,32,left,12
0.865476074,25,27,left,10
0.408948446,35,37,left,11
0.68354461,35,45,left,15
0.525094243,26,26,left,10
0.87420892,30,41,left,15
0.341356764,35,35,left,15
0.443633379,34,41,left,12
0.693574379,28,42,left,12
0.920428634,32,25,right,10
0.669995974,32,29,right,10
0.760412638,28,34,left,15
0.460545152,31,43,left,13
0.167424512,29,38,left,11
0.544493618,32,31,right,10
0.330156666,35,27,right,14
0.275108689,28,26,right,14
0.975985267,25,33,left,14
0.040708189,29,41,left,12
0.785643541,34,28,right,10
0.493260573,34,25,right,11
0.611906117,34,37,left,11
0.110935188,34,26,right,15
0.425708609,26,27,left,13
0.404716672,28,43,left,12
0.8778914,25,38,left,11
0.73682398,29,27,right,10
0.368786035,34,28,right,15
0.974003748,29,43,left,11
0.470114387,32,38,left,14
0.284072207,34,29,right,15
0.814696338,27,32,left,14
0.486890465,35,28,right,15
0.91907409,26,39,left,13
0.083976313,29,32,left,13
0.903538781,33,44,left,11
0.315410734,32,35,left,12
0.6698443,30,25,right,12
0.037727062,35,35,left,11
0.778011893,27,25,right,11
0.496368153,27,42,left,13
0.367386652,29,36,left,13
0.943754431,25,29,left,10
0.304711649,34,33,right,11
0.767085742,34,44,left,14
0.030203224,34,40,left,12
0.4178359,35,40,left,13
0.17724116,30,28,right,14
0.108411194,31,34,left,14
0.983275756,31,32,left,12
0.233151107,29,41,left,15
0.675012054,29,40,left,10
0.795789595,29,26,right,15
0.237356151,26,35,left,10
0.463278778,35,30,right,10
0.136384446,33,32,right,13
0.531070474,35,27,right,10
0.74918437,29,39,left,12
0.859443938,27,38,left,13
0.395274601,26,41,left,11
0.370635299,29,26,right,10
0.974729709,34,37,left,11
0.259282698,28,44,left,14
0.371928735,29,40,left,13
0.384696055,31,39,left,14
0.704698046,34,25,right,14
0.256574735,30,31,left,12
0.478159366,35,29,right,11
0.274190017,34,39,left,11
0.136104374,28,35,left,11
0.709805093,33,32,right,10
0.674698364,31,40,left,12
0.956870277,33,44,left,12
0.80538531,34,45,left,13
0.002558242,32,32,left,10
0.802790051,32,33,left,12
0.545644444,29,33,left,10
0.03457927,25,37,left,13
0.357413648,26,30,left,13
0.919161343,32,31,right,11
0.859844488,33,36,left,11
0.922416956,25,42,left,11
0.437810505,30,38,left,15
0.456514952,35,39,left,12
0.122343391,29,44,left,12
0.689588032,31,28,right,10
0.768437701,25,26,left,14
0.105252145,26,25,right,14
0.914009361,31,35,left,13
0.91216838,31,36,left,10
0.94984492,30,39,left,14
0.65899604,29,43,left,15
0.64698316,34,41,left,14
0.826600599,32,40,left,12
0.551464153,29,36,left,15
0.018957976,27,28,left,13
0.679587881,27,44,left,11
0.958013492,34,29,right,13
0.832911853,27,31,left,10
0.989758531,25,33,left,14
0.251465058,33,43,left,12
0.307585059,35,34,right,15
0.25170294,27,25,right,10
0.78458152,28,28,left,10
0.231806333,28,34,left,10
0.027221341,25,28,left,12
0.292599327,31,39,left,15
0.466533541,30,37,left,10
0.09777961,27,29,left,14
0.641538137,35,27,right,13
0.890848933,29,40,left,10
0.263317697,34,25,right,11
0.86501957,25,38,left,13
0.508960948,27,35,left,15
0.594041096,30,37,left,15
0.303206902,29,33,left,10
0.415808859,27,41,left,11
0.701271394,29,39,left,11
0.580444118,25,43,left,12
0.966185418,35,40,left,11
0.867479297,27,26,right,13
0.576713401,30,32,left,10
0.567386075,26,45,left,15
0.284143146,27,41,left,15
0.243075972,31,44,left,12
0.80499494,30,30,left,11
0.678471016,35,43,left,10
0.987660635,29,40,left,12
0.78429742,31,27,right,10
0.877838887,30,40,left,12
0.137422127,30,35,left,13
0.314063796,35,45,left,11
0.766738045,28,32,left,15
0.052905295,25,27,left,10
0.277909663,25,34,left,14
0.651064913,26,42,left,13
0.725387474,34,42,left,13
0.431271811,35,38,left,13
0.362524634,32,38,left,14
0.719279099,33,32,right,11
0.752512449,28,31,left,14
0.9656483,26,35,left,10
0.435836339,28,38,left,10
0.034323622,28,39,left,15
0.063582182,30,37,left,15
0.606903165,25,29,left,11
0.095496222,32,31,right,13
0.070663462,35,31,right,10
0.604199043,25,38,left,14
0.960448989,30,38,left,10
0.10828697,30,36,left,14
0.575260277,26,33,left,11
0.667123669,29,27,right,13
0.365677845,34,26,right,12
0.020619613,34,30,right,13
0.649888573,30,37,left,14
0.578867826,25,40,left,14
0.209732529,31,35,left,12
0.137776874,27,36,left,15
0.9749885,31,44,left,15
0.744991035,32,28,right,10
0.186226177,28,43,left,14
0.024754238,26,33,left,11
0.928130035,28,35,left,15
0.991499236,25,33,left,14
0.369035447,35,30,right,12
0.878405787,32,28,right,10
0.622170452,32,42,left,14
0.783746609,30,40,left,13
0.369099007,28,27,right,11
0.497056234,25,40,left,12
0.74411449,29,32,left,15
0.06116479,28,38,left,11
0.100180398,26,33,left,13
0.625877291,25,34,left,12
0.677174203,26,33,left,11
0.494322319,32,43,left,12
0.103975284,30,32,left,13
0.562149325,25,38,left,10
0.17269734,30,38,left,13
0.812399014,26,32,left,12
0.861795019,27,30,left,11
0.573214406,26,35,left,13
0.534488911,35,44,left,10
0.967492458,31,44,left,10
0.61472226,26,29,left,14
0.582456585,30,38,left,13
0.971047679,31,29,right,13
0.783236817,32,39,left,10
0.023976872,29,39,left,15
0.731855859,30,36,left,13
0.425911565,28,36,left,14
0.858656978,32,26,right,12
0.531848281,31,28,right,15
0.30938189,35,32,right,14
0.742971555,33,34,left,11
0.242841334,30,38,left,11
0.365239056,28,32,left,12
0.770491227,35,41,left,13
0.289604096,25,37,left,11
0.950013632,25,39,left,13
0.178763493,33,37,left,12
0.821015722,33,39,left,12
0.78949101,26,27,left,11
0.647546597,28,43,left,10
0.712759035,35,40,left,14
0.625985521,29,31,left,10
0.095086561,29,26,right,11
0.569672101,33,38,left,10
0.39729041,33,41,left,11
0.577996712,26,32,left,15
0.42583867,29,39,left,14
0.302790172,27,27,left,13
0.050336996,35,40,left,13
0.331401854,26,42,left,10
0.610921466,29,25,right,14
0.666201586,28,37,left,11
0.511676454,33,30,right,13
0.38033668,28,37,left,15
0.551689442,31,37,left,11
0.579922213,31,35,left,14
0.907925759,34,30,right,14
0.996679213,34,35,left,10
0.407747677,28,30,left,10
0.338160556,34,31,right,15
0.853428899,26,32,left,12
0.449111518,29,38,left,12
0.582716823,28,41,left,12
0.453538548,25,34,left,13
0.026336217,27,32,left,10
0.487339779,25,40,left,15
0.876173,26,42,left,15
0.979364471,25,26,left,14
0.365097827,30,33,left,14
0.725716104,26,40,left,12
0.819530675,28,38,left,14
0.541797276,26,33,left,12
0.849088128,31,36,left,11
0.878064022,26,39,left,13
0.150931208,30,42,left,12
0.408635322,29,33,left,13
0.624416643,27,33,left,11
0.551006334,35,31,right,10
0.821305056,28,33,left,13
0.079240524,27,26,right,15
0.939066647,34,31,right,11
0.874230745,27,40,left,14
0.08623704,35,40,left,11
0.571768371,27,30,left,11
0.390653393,26,31,left,14
0.738673864,32,29,right,13
0.42930884,34,26,right,12
0.416010513,34,34,left,12
0.472685911,26,29,left,10
0.667627046,35,42,left,10
0.803355334,31,29,right,15
0.450292979,28,34,left,13
0.552905412,26,25,right,14
0.52076221,33,25,right,12
0.383208626,34,37,left,15
0.742882153,26,32,left,13
0.59280564,32,35,left,14
0.243945986,28,42,left,12
0.50331114,25,37,left,12
0.564675793,26,30,left,10
0.80811721,28,39,left,13
0.313151093,33,35,left,13
0.194672626,25,29,left,13
0.910037064,34,31,right,10
0.603187767,34,39,left,14
0.935514837,30,27,right,10
0.934386198,29,45,left,11
0.735266139,34,34,left,11
0.177425968,35,42,left,15
0.039097616,29,28,right,11
0.425606038,31,39,left,10
0.001925228,34,25,right,11
0.877884563,25,30,left,12
0.140129115,27,27,left,10
0.099835119,25,33,left,14
0.376696084,32,35,left,13
0.459875773,27,31,left,15
0.366083134,33,42,left,11
0.064761548,27,38,left,15
0.462067741,27,37,left,14
0.667315028,26,29,left,15
0.119874542,28,39,left,11
0.99096288,26,44,left,12
0.621217466,31,30,right,11
0.671259676,33,34,left,15
0.089740021,28,40,left,10
0.748685056,32,35,left,15
0.131587105,30,37,left,10
0.290424935,25,29,left,13
0.390528856,28,36,left,10
0.366236127,33,34,left,10
0.954056864,26,34,left,10
0.314323932,35,41,left,14
0.963220482,28,33,left,14
0.099000573,26,25,right,11
0.465566701,35,35,left,15
0.121343759,26,37,left,14
0.483986864,26,45,left,14
0.056752093,33,28,right,14
0.438522114,29,41,left,10
0.895565703,34,40,left,13
0.683189809,32,41,left,10
0.317514716,28,34,left,14
0.521384079,33,42,left,13
0.059044438,29,31,left,11
0.961212348,30,29,right,10
0.342265464,33,35,left,12
0.668283994,29,44,left,14
0.235271328,30,39,left,10
0.403543668,33,45,left,10
0.034094806,33,39,left,14
0.81152043,34,35,left,14
0.360600181,33,33,left,12
0.281490359,34,40,left,10
0.151639267,28,30,left,14
0.099279003,32,42,left,14
0.119221458,34,33,right,15
0.114099925,26,25,right,12
0.849994602,33,27,right,11
0.847529037,35,30,right,12
0.70859944,30,32,left,12
0.460288104,27,35,left,11
0.905974767,25,41,left,11
0.046780603,29,32,left,14
0.791675115,32,33,left,10
0.387492076,33,37,left,11
0.316199752,27,39,left,13
0.169747548,33,25,right,15
0.61855821,28,33,left,15
0.406913658,30,37,left,13
0.205843828,25,33,left,13
0.162163507,27,42,left,13
0.05952096,25,34,left,14
0.433088153,31,43,left,11
0.36449959,35,35,left,11
0.127544847,28,26,right,11
0.581873075,29,44,left,12
0.67960508,31,31,left,15
0.40883203,26,42,left,14
0.642900642,32,41,left,11
0.435682826,27,30,left,14
0.108929929,25,34,left,11
0.57618442,32,25,right,14
0.674672672,30,30,left,15
0.073547648,32,32,left,12
0.062116859,35,43,left,12
0.212805691,33,36,left,14
0.967893908,25,43,left,10
0.131917919,26,44,left,13
0.466964668,35,34,right,10
0.906091256,28,42,left,12
0.712536861,28,28,left,12
0.266223103,29,28,right,13
0.076098348,31,29,right,14
0.454399589,35,31,right,10
0.874146642,28,45,left,13
0.917495831,27,44,left,11
0.672168795,30,42,left,13
0.645968324,25,41,left,10
0.706990655,28,43,left,11
0.746171132,32,45,left,14
0.423272413,33,31,right,11
0.998335231,35,31,right,10
0.449581432,29,31,left,10
0.655500384,33,43,left,12
0.401195794,28,37,left,12
0.914249093,28,40,left,12
0.726078955,35,37,left,12
0.448692179,31,37,left,11
0.493779413,34,32,right,14
0.381964666,35,33,right,12
0.786261396,25,41,left,11
0.166016104,34,33,right,12
0.257944454,31,27,right,11
0.973098063,27,38,left,14
0.198530724,31,29,right,13
0.75992134,30,31,left,12
0.960669222,33,42,left,11
0.910913356,30,41,left,10
0.513145066,28,37,left,12
0.210115702,35,44,left,13
0.493554156,31,44,left,12
0.438804876,35,35,left,11
0.495305356,27,34,left,15
0.420991296,35,27,right,11
0.146416137,28,30,left,10
0.960107149,33,43,left,14
0.238859278,26,36,left,12
0.403726993,29,45,left,11
0.717499928,28,32,left,10
0.877657001,31,42,left,11
0.181922305,30,44,left,10
0.17613369,25,43,left,10
0.340671092,31,25,right,10
0.499720507,28,31,left,14
0.180262295,31,41,left,13
0.048656056,35,29,right,10
0.044690756,30,29,right,14
0.536382979,28,34,left,13
0.074085477,31,30,right,14
0.6754254,25,33,left,11
0.323304097,31,35,left,14
0.018543383,34,41,left,11
0.96476771,27,29,left,14
0.765077255,30,41,left,12
0.477118075,34,36,left,13
0.15845695,31,26,right,12
0.989429337,28,38,left,11
0.051666341,32,33,left,15
0.294573044,34,25,right,13
0.75036631,27,42,left,15
0.660555972,28,28,left,15
0.808873759,30,27,right,15
0.862886017,29,29,left,14
0.060491625,34,37,left,15
0.70692351,29,34,left,15
0.531914977,28,41,left,10
0.142253405,30,31,left,11
0.10665611,33,38,left,14
0.671172876,25,28,left,10
0.582116014,29,42,left,14
0.821245657,30,36,left,11
0.479889113,30,25,right,12
0.594764134,30,38,left,11
0.931708531,29,40,left,11
0.351261501,32,29,right,11
0.449668282,32,43,left,11
0.292152047,27,44,left,13
0.715407568,33,36,left,13
0.147735175,32,34,left,14
0.023807048,32,32,left,13
0.355436269,28,25,right,14
0.912548597,26,40,left,14
0.556442347,28,33,left,12
0.864158945,32,33,left,12
0.114253205,29,37,left,11
0.933315867,25,29,left,10
0.684282368,31,43,left,11
0.265462415,30,33,left,15
0.967910107,33,30,right,11
0.645529569,29,33,left,12
0.946522674,33,39,left,12
0.3241631,32,40,left,12
0.636940788,28,41,left,14
0.733337116,28,41,left,14
0.414154917,31,36,left,11
0.118715958,28,41,left,13
0.390095228,30,31,left,12
0.166350048,28,29,left,13
0.044313877,29,36,left,15
0.304349437,33,42,left,12
0.090336296,33,39,left,12
0.377381828,30,43,left,11
0.131157975,27,31,left,10
0.352987176,30,45,left,10
0.71761382,34,42,left,11
0.945203187,33,32,right,15
0.224771275,35,26,right,10
0.048949747,33,31,right,15
0.370631143,29,25,right,11
0.821733203,35,40,left,14
0.358338199,31,36,left,12
0.316621773,33,36,left,11
0.91276243,35,25,right,13
0.905643548,26,25,right,15
0.262588379,27,32,left,11
0.302386205,27,39,left,10
0.562737549,31,37,left,14
0.983046382,26,31,left,11
0.234555672,27,27,left,12
0.4822454,30,42,left,14
0.465454993,25,29,left,12
0.518641887,34,29,right,10
0.962128965,29,41,left,15
0.259608616,31,33,left,14
0.741558813,32,29,right,13
0.394078125,25,33,left,15
0.209908734,28,28,left,11
0.43790071,32,31,right,15
0.067265053,34,32,right,12
0.33509599,28,31,left,10
0.353905632,31,42,left,13
0.926464442,28,27,right,13
0.066611933,27,34,left,11
0.538325523,30,26,right,11
0.987933229,26,30,left,15
0.021091085,32,28,right,12
0.158167912,32,37,left,15
0.873022804,32,42,left,12
0.413807907,34,36,left,11
0.301312237,32,41,left,14
0.211189775,34,45,left,11
0.153350773,30,44,left,11
0.953197007,26,32,left,12
0.059414816,26,44,left,12
0.920079169,27,42,left,11
0.256636464,26,35,left,13
0.769004204,30,33,left,13
0.752317869,28,33,left,14
0.542636384,32,40,left,15
0.936102717,26,39,left,14
0.627127834,32,27,right,12
0.297175757,34,27,right,15
0.353950578,33,36,left,14
0.342159397,28,31,left,13
0.025196869,35,33,right,11
0.387178071,26,40,left,11
0.295407247,26,35,left,12
0.297386294,30,35,left,15
0.739392052,34,27,right,13
0.343214147,34,35,left,13
0.843817296,28,35,left,15
0.048228674,26,27,left,10
0.284924007,31,42,left,10
0.259635019,34,40,left,14
0.684924566,28,26,right,14
0.836654712,29,25,right,13
0.306294278,25,32,left,12
0.721442081,29,42,left,15
0.273025828,25,31,left,11
0.979949229,32,27,right,11
0.729259462,25,45,left,13
0.570691109,33,27,right,13
0.629886802,31,29,right,15
0.897608014,35,39,left,14
0.018653268,29,28,right,13
0.170794495,26,39,left,12
0.411331128,29,34,left,13
0.53291288,26,45,left,13
0.96593712,31,34,left,11
0.452079305,30,42,left,14
0.637097719,25,39,left,12
0.078412141,27,28,left,12
0.282483733,27,35,left,14
0.77563855,35,31,right,12
0.68764885,31,32,left,14
0.90989206,27,34,left,13
0.270598982,26,36,left,14
0.154371133,27,37,left,12
0.074403594,26,34,left,12
0.714351698,30,27,right,12
0.55711205,28,31,left,14
0.142225086,32,32,left,11
0.700804465,30,38,left,12
0.705216862,28,40,left,13
0.093176928,25,30,left,11
0.161553982,32,32,left,14
0.596910258,34,30,right,15
0.402499666,33,27,right,11
0.253205111,35,33,right,15
0.680268761,33,40,left,12
0.056978921,28,33,left,10
0.040698171,34,42,left,10
0.492121063,30,38,left,13
0.244273792,28,36,left,10
0.688602347,31,29,right,10
0.569014872,25,44,left,11
0.56874057,34,26,right,10
0.640297717,29,45,left,13
0.06029305,29,28,right,14
0.011354882,25,32,left,10
0.194869162,33,30,right,13
0.68930906,32,38,left,12
0.938155866,26,29,left,10
0.079500703,34,32,right,15
0.698065132,32,42,left,10
0.485698554,27,31,left,15
0.182582422,34,37,left,11
0.509423725,31,37,left,14
0.317967479,29,25,right,13
0.229973531,30,44,left,11
0.091450065,29,33,left,12
0.220596351,35,40,left,15
0.007698477,28,39,left,14
0.087358654,26,25,right,14
0.528427385,34,41,left,11
0.978228218,33,45,left,15
0.895190365,26,30,left,13
0.53846459,31,28,right,13
0.055915706,29,38,left,10
0.993785678,26,32,left,10
0.611594721,34,37,left,12
0.900753524,28,29,left,15
0.351896431,31,35,left,11
0.718785738,34,37,left,14
0.02533713,25,28,left,12
0.585625362,33,42,left,14
0.842875593,33,36,left,14
0.561070604,34,40,left,12
0.705404447,26,31,left,11
0.035813995,29,42,left,11
0.911534685,26,32,left,12
0.489384701,27,31,left,10
0.845744759,34,44,left,13
0.876431579,34,41,left,14
0.332728887,30,31,left,10
0.240765305,33,37,left,12
0.845645894,29,44,left,10
0.653502535,28,29,left,11
0.348133856,32,32,left,11
0.793222297,25,44,left,12
0.135350509,25,30,left,10
0.398669201,32,28,right,13
0.380619495,35,26,right,15
0.517577943,28,32,left,14
0.342221624,29,28,right,14
0.559474416,25,44,left,14
0.821518576,28,29,left,13
0.598019564,25,25,left,14
0.226259502,35,34,right,12
0.197881766,32,25,right,12
0.805883894,33,42,left,12
0.696787336,27,37,left,10
0.903146381,25,25,left,14
0.533142405,35,32,right,10
0.106494918,26,45,left,15
0.719664679,34,32,right,15
0.123964283,35,33,right,15
0.300877095,32,30,right,11
0.044316307,25,25,left,10
0.673049905,30,35,left,11
0.555902684,29,34,left,15
0.144433205,28,37,left,11
0.755416736,29,37,left,13
0.606113467,35,42,left,14
0.078529293,32,27,right,10
0.77705905,34,44,left,15
0.508747824,35,29,right,13
0.5558925,35,45,left,12
0.103664753,31,35,left,15
0.085890421,34,37,left,14
0.253950042,30,35,left,11
0.110957854,33,38,left,10
0.60033209,34,42,left,13
0.396361195,31,43,left,11
0.909061165,35,27,right,14
0.081778496,33,42,left,10
0.17821463,28,26,right,12
0.385493464,33,41,left,15
0.838793411,26,42,left,10
0.047939622,31,39,left,15
0.94657743,31,41,left,15
0.839179039,28,45,left,12
0.12325846,34,34,left,13
0.427354499,35,38,left,10
0.68280737,29,29,left,11
0.762122614,29,27,right,14
0.171338277,30,34,left,13
0.572350713,34,37,left,15
0.109646376,34,45,left,15
0.666339235,29,32,left,15
0.666659451,33,27,right,10
0.140234568,25,32,left,15
0.781884949,27,42,left,13
0.342273441,32,34,left,10
0.910551015,33,25,right,12
0.221220272,33,30,right,14
0.558337703,25,33,left,13
0.489008554,31,29,right,10
0.436163275,31,30,right,14
0.264373263,35,35,left,14
0.081779241,25,31,left,12
0.728695713,30,40,left,13
0.935834639,35,38,left,11
0.048725007,32,28,right,13
0.617859118,32,41,left,15
0.32885731,34,30,right,11
0.859802932,33,25,right,10
0.17521478,26,25,right,11
0.102176681,30,40,left,12
0.36773999,30,30,left,12
0.377398578,28,35,left,11
0.980311018,26,32,left,11
0.203452421,31,40,left,15
0.802013595,30,45,left,10
0.19899945,32,29,right,12
0.109239983,32,30,right,13
0.134751862,28,31,left,13
0.66892746,26,32,left,14
0.614611893,29,37,left,15
0.964051762,31,42,left,11
0.150138759,32,33,left,10
0.231388231,30,36,left,11
0.199393243,30,40,left,15
0.052983785,26,33,left,11
0.29985288,25,38,left,13
0.893614765,30,41,left,13
0.322987109,27,25,right,11
0.359888993,34,40,left,14
0.26382783,27,36,left,11
0.329911074,30,25,right,11
0.512787398,29,25,right,11
0.748525363,27,34,left,13
0.331369965,35,38,left,11
0.912129803,30,44,left,15
0.357711601,29,30,left,14
0.243380616,26,33,left,11
0.585045773,33,30,right,12
0.100336446,26,29,left,15
0.241970445,28,37,left,10
0.255105662,25,26,left,10
0.164632276,26,38,left,12
0.467880985,29,45,left,10
0.146516681,31,32,left,13
0.904544677,35,41,left,10
0.805354667,26,25,right,12
0.825742249,33,27,right,12
0.700148229,31,31,left,11
0.031542646,29,45,left,13
0.247401212,34,33,right,12
0.531720607,26,38,left,12
0.866737015,35,44,left,15
0.004724518,35,37,left,13
0.662069258,29,38,left,11
0.33482587,34,38,left,15
0.461813259,31,39,left,11
0.660150709,34,28,right,11
0.940170247,31,27,right,10
0.000301515,25,33,left,12
0.130059752,35,45,left,10
0.423652401,31,27,right,15
0.372157623,28,41,left,13
0.166753917,28,29,left,15
7.30E-05,33,45,left,15
0.248395955,32,37,left,12
0.539775625,30,39,left,12
0.999274831,30,41,left,15
0.91322557,28,34,left,11
0.592165948,35,36,left,15
0.514087564,32,43,left,15
0.627245538,29,25,right,11
0.384370413,29,30,left,14
0.213902054,33,40,left,10
0.693259475,31,43,left,13
0.637858705,30,33,left,10
0.839363914,26,43,left,12
0.118119737,25,25,left,10
0.542739378,27,39,left,13
0.165915802,26,27,left,12
0.809746033,26,27,left,10
0.854602033,31,40,left,14
0.10789562,26,44,left,12
0.344267192,30,25,right,13
0.692953737,26,35,left,15
0.498861788,32,37,left,11
0.213128712,29,45,left,15
0.886836531,33,41,left,12
0.598619724,29,34,left,11
0.468727949,31,42,left,11
0.017035302,34,26,right,14
0.748135179,33,29,right,10
0.975698306,31,29,right,12
0.465643638,30,39,left,13
0.711847305,35,36,left,13
0.870684072,32,27,right,15
0.859930454,25,35,left,10
0.081509838,26,40,left,15
0.993508956,34,33,right,14
0.177018086,34,35,left,12
0.184961135,31,27,right,12
0.171538228,32,43,left,11
0.631048313,25,35,left,14
0.387650011,28,39,left,15
0.373814933,33,44,left,14
0.315065803,33,28,right,15
0.890015262,30,38,left,14
0.167927755,30,39,left,13
0.928176734,33,33,left,15
0.601400434,35,45,left,12
0.170340451,35,25,right,12
0.523981252,29,31,left,14
0.738384703,31,37,left,10
0.954358661,33,44,left,11
0.293777142,34,28,right,10
0.408099324,30,32,left,11
0.45720131,29,31,left,13
0.269423549,35,27,right,11
0.519887011,27,30,left,14
0.950497433,28,30,left,11
0.617886478,31,39,left,11
0.724146247,31,29,right,10
0.416824805,27,35,left,14
0.824437222,32,36,left,12
0.541145683,30,25,right,15
0.053228211,29,25,right,14
0.915524468,35,31,right,13
0.862079806,31,43,left,12
0.118195195,29,26,right,10
0.473133728,26,37,left,14
0.700776947,34,37,left,15
0.677393983,27,37,left,13
0.433257645,33,45,left,10
0.468258847,31,35,left,14
0.917006588,33,38,left,13
0.584466447,32,37,left,12
0.115822747,28,32,left,15
0.753717204,33,38,left,11
0.837349804,35,25,right,14
0.479580796,29,29,left,10
0.290047275,26,39,left,14
0.095920007,34,39,left,13
0.728809305,28,28,left,12
0.118278038,30,39,left,15
0.070953236,30,34,left,11
0.158685529,30,29,right,15
0.28150118,31,40,left,13
0.355311313,26,45,left,10
0.9537359,26,28,left,15
0.748463579,27,43,left,14
0.531374018,34,38,left,15
0.542833039,31,44,left,11
0.549353453,25,40,left,12
0.227869671,31,28,right,14
0.261049949,29,25,right,14
0.159788844,25,41,left,12
0.086905467,35,45,left,10
0.433952583,25,32,left,13
0.248661167,32,32,left,15
0.720304396,27,41,left,12
0.318231709,30,39,left,11
0.894944824,28,45,left,15
0.966289398,28,32,left,11
0.70530618,28,28,left,14
0.2272379,32,32,left,14
0.914101098,27,40,left,15
0.048763535,35,36,left,13
0.653437724,26,37,left,10
0.740775041,27,26,right,10
